ROUND_HOLE_ID,TERRAIN_DESCR,ROUND_SHOT_ID,FAIRWAY_FLAG,FAIRWAY_RIGHT_FLAG,FAIRWAY_LEFT_FLAG,RCVR_SHOT_FLAG,STROKE_GAINED,START_TO_CG_DIST,END_TO_CG_DIST,START_TERRAIN_ID,END_TERRAIN_ID,SHOT_DIST,FAIRWAY_BOUNDS_DIST,PENALTY_CNT,IGNORE_FLAG,RCVR_REQUIRED_FLAG,FP_OR_MISSED_FLAG,LEFT_FLAG,RIGHT_FLAG,CENTER_LINE_DIST,SRC_KEY,DML_INS_DT,DML_INS_BATCH,DML_UPD_DT,DML_UPD_BATCH,DML
8168062,rough,37934752,F,F,T,T,-0.631771982,217.375,169.3500061,2,2,48.52050018,11.44120026,0,F,,F,T,F,28.69750023,899084-11-2,6/18/2017 9:26,,6/19/2017 10:10,,U
7431770,rough,34728373,F,F,T,,-0.00190293,391.4020081,162.7949982,1,2,232.2700043,15.34819984,0,F,T,F,T,F,33.48509979,806110-14-1,5/18/2017 9:04,,5/19/2017 8:14,,U
7773463,rough,36220196,F,F,T,T,-0.798278987,120.5070038,60.25260162,2,2,60.84009933,21.72109985,0,F,,F,T,F,31.27359962,850672-8-2,6/1/2017 5:19,,6/2/2017 5:46,,U
6900209,rough,32275102,F,F,T,,-0.457204998,466.0150146,304.1010132,1,2,169.2810059,23.42410088,0,F,T,F,T,F,56.91379929,744167-18-1,4/20/2017 3:24,,4/21/2017 3:33,,U
6909510,fairway,32284909,T,F,F,T,-0.630562007,177.2259979,126.7799988,2,5,51.45959854,8.480649948,0,T,,F,T,F,15.39449978,744167-2-2,4/20/2017 3:24,,4/21/2017 3:33,,U
7926472,rough,36884381,F,F,T,T,-0.75336498,124.0469971,57.72909927,2,2,68.59380341,0.412396014,0,F,,F,T,F,11.48159981,871418-4-2,6/8/2017 5:25,,6/9/2017 5:27,,U
6812643,rough,31883880,F,T,F,,-1.181720018,416.0010071,212.6759949,1,2,208.6340027,11.69610023,1,F,,F,F,T,31.37779999,732944-14-1,4/15/2017 3:42,,4/16/2017 3:38,,U
8127398,rough,37839559,F,F,T,T,-0.55470401,192.0160065,112.1500015,2,2,81.19730377,24.25760078,0,F,,F,T,F,41.87990189,896858-2-2,6/17/2017 10:59,,6/18/2017 9:26,,U
7920146,fairway,36941168,T,F,F,T,-1.545789957,173.7259979,124.7210007,2,5,54.34939957,0.377992988,1,F,,F,F,T,6.148280144,871418-17-2,6/8/2017 5:25,,6/9/2017 5:27,,U
6500149,fairway,30452232,T,F,F,T,-1.131629944,273.5859985,180.8930054,2,5,99.07279968,13.07320023,1,F,,F,T,F,1.66068995,692605-7-2,3/25/2017 5:31,,3/26/2017 5:40,,U
8136437,rough,37818113,F,F,T,T,-1.684090018,144.871994,70.97049713,2,2,81.86560059,37.4341011,1,F,,F,T,F,47.02270126,896858-8-2,6/17/2017 10:59,,6/18/2017 9:26,,U
9020276,rough,41836363,F,T,F,,-1.214409947,401.3450012,204.5429993,1,2,201.0749969,5.085460186,1,F,,F,F,T,24.75889969,995395-14-1,7/21/2017 7:59,,7/22/2017 5:47,,U
7023626,rough,32915267,F,F,T,,-0.0115567,394.0979919,167.9570007,1,2,228.8699951,11.83720016,0,F,T,F,T,F,30.07010078,758960-14-1,4/27/2017 3:24,,4/28/2017 3:26,,U
7431768,rough,34703314,F,F,T,,-0.119884998,386.67099,180.6909943,1,2,214.1340027,4.123700142,0,F,T,F,T,F,21.45210075,806110-11-1,5/18/2017 9:04,,5/19/2017 8:14,,U
9594132,rough,44459852,F,F,T,T,-0.190549999,315.269989,194.3800049,2,2,132.8820038,12.20219994,0,F,,F,T,F,26.23539925,1056889-18-2,8/13/2017 5:25,,8/20/2017 10:57,,U
9555167,rough,44135257,F,F,T,T,-0.845561981,144.7220001,105.2440033,2,2,41.41790009,41.6570015,0,F,,F,T,F,54.53070068,1053235-8-2,8/11/2017 5:18,,8/20/2017 10:57,,U
8586133,rough,39878089,F,T,F,,-0.359219015,419.7460022,236.7630005,1,2,187.7779999,6.31554985,0,F,T,F,F,T,32.95800018,947919-13-1,7/4/2017 8:22,,7/5/2017 5:42,,U
9731421,rough,45057094,F,F,T,,-0.136059001,409.3770142,192.8959961,1,2,232.5200043,23.20940018,0,F,T,F,T,F,41.24309921,1076781-11-1,8/20/2017 10:57,,8/21/2017 5:37,,U
6851587,rough,31936045,F,F,T,,-0.196952999,331.7799988,172.9609985,1,2,161.697998,20.34749985,0,F,T,F,T,F,36.7765007,736700-2-1,4/16/2017 3:38,,4/17/2017 3:42,,U
8591873,rough,39936846,F,F,T,,-0.994835973,409.1560059,345.7359924,1,2,64.11699677,63.83679962,0,F,T,F,T,F,10.96140003,947919-14-1,7/4/2017 8:22,,7/5/2017 5:42,,U
9182179,fairway,42584218,T,F,F,,-1.773120046,320,95.55190277,1,5,231.4080048,7.607900143,2,F,,F,T,F,2.476030111,1014050-14-1,7/28/2017 6:17,,8/3/2017 8:46,,U
8861864,rough,41075006,F,F,T,T,0.164271995,343.0969849,153.8950043,2,2,189.8869934,40.75669861,0,F,,F,T,F,58.39149857,978688-9-2,7/15/2017 5:35,,7/16/2017 5:35,,U
7169576,rough,33533482,F,F,T,,-1.646029949,430.9719849,297.480011,1,2,135.4620056,44.73339844,1,F,T,F,T,F,42.74549866,774081-4-1,5/4/2017 6:26,,5/5/2017 10:10,,U
10630903,rough,48925600,F,F,T,,-1.243559957,437.6270142,226.7830048,1,2,212.0500031,37.88579941,1,F,,F,T,F,55.18500137,1174023-2-1,9/28/2017 6:07,,9/29/2017 6:21,,U
9548824,rough,44122515,F,F,T,,-0.035633001,412.881012,184.6759949,1,2,235.503006,29.8071003,0,F,T,F,T,F,42.32339859,1052492-4-1,8/11/2017 5:18,,8/20/2017 10:57,,U
9739128,rough,45036288,F,F,T,T,-0.018440099,286.1950073,138.4320068,2,2,148.0650024,3.647840023,0,F,,F,T,F,16.7859993,1073926-17-2,8/20/2017 10:57,,8/21/2017 5:37,,U
9605131,rough,44373464,F,F,T,T,-0.495083004,206.9490051,122.4309998,2,2,97.48770142,0.466681004,0,F,,F,T,F,12.9939003,1058625-6-2,8/14/2017 5:20,,8/20/2017 10:57,,U
7685304,rough,35699854,F,F,T,,-0.088601001,298.5620117,114.0090027,1,2,192.048996,3.46401,0,F,T,F,T,F,13.31439972,834309-16-1,5/29/2017 10:28,,5/30/2017 7:38,,U
6952129,rough,32535626,F,F,T,,0.025959101,356.8330078,138.654007,1,2,244.4759979,37.63650131,0,F,T,F,T,F,48.07099915,751109-18-1,4/23/2017 3:46,,4/24/2017 3:49,,U
8978916,rough,41630351,F,T,F,,-0.926348984,371.7210083,152.3540039,1,2,235.8059998,14.33710003,1,F,,F,F,T,35.08089828,990631-16-1,7/19/2017 5:48,,7/20/2017 7:11,,U
6909621,rough,32297262,F,T,F,T,-0.688664973,165.970993,92.76650238,2,2,79.04989624,17.72500038,0,T,,F,F,T,48.15670013,744167-9-2,4/20/2017 3:24,,4/21/2017 3:33,,U
8849028,rough,41052110,F,T,F,,-0.186316997,401.0419922,195.8639984,1,2,205.3209991,17.69860077,0,F,T,F,F,T,28.34630013,975860-15-1,7/14/2017 5:45,,7/15/2017 5:35,,U
9586094,sand,44405879,F,F,T,T,-0.951849997,174.1779938,55.68579865,2,4,118.4919968,5.615330219,0,F,,F,T,F,12.45740032,1059500-12-2,8/13/2017 5:25,,8/20/2017 10:57,,U
10958416,fairway,50361663,T,F,F,T,0.080927901,334.1419983,179.1499939,2,5,162.0679932,8.56774044,0,F,,F,T,F,9.355420113,1208992-5-2,10/16/2017 6:31,,10/17/2017 5:50,,U
8014238,rough,37304597,F,F,T,,-0.243903995,331.7229919,181.0480042,1,2,189.8159943,52.11569977,0,F,T,F,T,F,63.91960144,880684-18-1,6/11/2017 7:13,,6/12/2017 5:24,,U
8135484,rough,37837684,F,F,T,T,-0.570878983,288.1860046,236.3119965,2,2,52.68170166,3.467050076,0,F,,F,T,F,18.70870018,895452-17-2,6/17/2017 10:59,,6/18/2017 9:26,,U
7709073,rough,35700163,F,T,F,,-1.19611001,323.131012,168.9120026,1,2,178.1940002,26.70890045,1,F,,F,F,T,43.01250076,840055-10-1,5/29/2017 10:28,,5/30/2017 7:38,,U
9638132,rough,44472863,F,F,T,T,-0.701228976,242.9600067,207.5700073,2,2,35.48450089,7.118289948,0,F,,F,T,F,22.38100052,1062047-2-2,8/14/2017 5:20,,8/20/2017 10:57,,U
6351242,rough,29796478,F,F,T,,-0.039390001,378.1520081,164.4660034,1,2,214.197998,9.245739937,0,F,T,F,T,F,22.9204998,673754-2-1,3/11/2017 6:03,,3/12/2017 5:34,,U
